SpeciesCode,BandNumberIn,BandNumberOut,Year,Month,Day,LocCountry,LocStateProvince,LocCity,LocArea,PlotName,PlotID,Latitude_dec,Longitude_dec,Easting,Northing,Hem,Zone,BanderID,ScribeID,CaptureTime,BandDisposition,BirdStatus,ULIn,LLIn,URIn,LRIn,FlagColorIn,FlagCodeIn,ULOut,LLOut,UROut,LROut,FlagColorOut,FlagCodeOut,NestID,BroodID,NestMate,NestAdult1,NestAdult2,BandSize,CaptureMethod,Age,Sex,HowAged,HowSexed,Mass_g,FatScore,TotalHead_mm,NaresTip_mm,CulmenLength_mm,CulmenDepth_mm,CulmenWidth_mm,Tarsus_mm,Wing_mm,Tail_mm,P10_mm,P10Exposed_mm,BroodPatch,BodyMolt,FlightFeatherMolt,RectWear,AISwabO,AISwabC,Fecal,Nails,Blood,BloodFilter,BloodGenetics,BloodHg,Feather,Downy,FeatherType1,FeatherType2,BirdDisposition,TagType1,TagStatus1,TagID1,PlatformID1,TagMass1_g,TagAttachment1,TagManufacturer1,TagModel1,TagType2,TagStatus2,TagID2,PlatformID2,TagMass2_g,TagAttachment2,TagManufacturer2,TagModel2,RadioFrequency_mHz,Photos,EstHatchDate,ChickAge_d,ChickAgeType,Notes
REKN,,137201415,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,14:42,1,301,,,,,,,Flag,,,A,Dg,4AM,,,,,,,CN,AHY,,,DN,117,,63.1,24.2,34.1,,,32.6,158,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201416,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,14:42,1,301,,,,,,,Flag,,,A,Dg,4AN,,,,,,,CN,AHY,,,,116,,66.2,27.4,36.4,,,34.1,177,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201417,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,14:42,1,380,,,,,,,Flag,,,A,Dg,4AP,,,,,,,CN,AHY,,,,133,,67.3,27.6,38,,,34.8,170,,,,,,,,,,,,Y,,Y,Y,Y,,PC6,,1,GPS,Deployed,,175069,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201418,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,14:42,1,301,,,,,,,Flag,,,A,Dg,4AT,,,,,,,CN,AHY,,,,111,,63.3,24.7,33.9,,,31.3,167,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201419,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,14:42,1,301,,,,,,,Flag,,,A,Dg,4AU,,,,,,,CN,AHY,,,DN,114,,64.7,26.4,35.7,,,32.9,167,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201420,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,14:42,1,301,,,,,,,Flag,,,A,Dg,4AV,,,,,,,CN,AHY,,,,112,,63.5,26.3,35.2,,,32.6,171,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201421,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,14:42,1,301,,,,,,,Flag,,,A,Dg,4AX,,,,,,,CN,AHY,,,,101,,66.2,26.8,35.6,,,33.6,172,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201422,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,14:42,1,380,,,,,,,Flag,,,A,Dg,4AY,,,,,,,CN,AHY,,,,130,,65.8,27.3,36.4,,,32.9,179,,,,,,,,,,,,Y,,Y,Y,Y,,PC6,,1,GPS,Deployed,,175067,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201423,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,14:42,1,301,,,,,,,Flag,,,A,Dg,4CA,,,,,,,CN,AHY,,,DN,129,,65.9,27.8,36.6,,,35.5,166,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201424,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,14:42,1,301,,,,,,,Flag,,,A,Dg,4CC,,,,,,,CN,AHY,,,DN,112,,61.7,23.7,34,,,32.5,161,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201425,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4CE,,,,,,,CN,AHY,,,DN,102,,63.9,25.4,35.7,,,34.5,172,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201426,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4CH,,,,,,,CN,AHY,,,DN,120,,65.7,27.2,36.5,,,34.1,173,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201427,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4CJ,,,,,,,CN,AHY,,,,102,,66.4,27.3,37.2,,,34.6,172,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201428,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,380,,,,,,,Flag,,,A,Dg,4CK,,,,,,,CN,AHY,,,DN,120,,62.5,24.3,33.2,,,31.9,168,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,GPS,Deployed,,175071,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201429,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4CL,,,,,,,CN,AHY,,,DN,113,,65.7,26.8,37.1,,,34.5,166,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201430,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4CM,,,,,,,CN,AHY,,,,107,,63.4,24.3,34,,,33.7,165,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201431,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4CN,,,,,,,CN,AHY,,,DN,112,,65.7,26.9,36.6,,,33.3,168,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201432,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4CP,,,,,,,CN,AHY,,,,113,,65.4,26.3,35.9,,,33.7,169,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201433,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4CT,,,,,,,CN,AHY,,,DN,105,,61.5,23.4,32.4,,,32.3,172,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201434,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4CU,,,,,,,CN,AHY,,,DN,121,,65.6,26.5,36.2,,,33.5,171,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201435,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4CV,,,,,,,CN,AHY,,,,104,,62.9,23.9,34.5,,,32.4,166,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201436,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,16:21,1,301,,,,,,,Flag,,,A,Dg,4CX,,,,,,,CN,AHY,,,,119,,65.7,27.4,35.8,,,33.1,172,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201437,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,380,,,,,,,Flag,,,A,Dg,4CY,,,,,,,CN,AHY,,,,131,,68.2,27.4,38.2,,,33.3,176,,,,,,,,,,,,Y,,Y,Y,Y,,PC6,,1,GPS,Deployed,,175068,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201438,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,380,,,,,,,Flag,,,A,Dg,4EA,,,,,,,CN,AHY,,,,128,,66.8,28.4,39.1,,,33.9,175,,,,,,,,,,,,Y,,Y,Y,Y,,PC6,,1,GPS,Deployed,,175079,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201439,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4EC,,,,,,,CN,AHY,,,,119,,68.9,28.6,39.9,,,34.5,173,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201441,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4EE,,,,,,,CN,AHY,,,DN,124,,67.5,27.8,37,,,34,175,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201442,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4EH,,,,,,,CN,AHY,,,DN,116,,66.9,27.1,37.6,,,33.2,174,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201443,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4EJ,,,,,,,,AHY,,,,122,,67.5,28,38.4,,,31.6,171,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201444,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4EK,,,,,,,CN,AHY,,,,114,,63.5,25.5,34.5,,,33.1,167,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201445,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4EL,,,,,,,CN,AHY,,,DN,119,,65.2,27.2,35.4,,,34.3,176,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201446,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,380,,,,,,,Flag,,,A,Dg,4EM,,,,,,,CN,AHY,,,,127,,66.7,27.5,36.5,,,33.9,165,,,,,,,,,,,,Y,,Y,Y,Y,,PC6,,1,GPS,Deployed,,175081,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201447,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4EN,,,,,,,CN,AHY,,,DN,88,,65.5,26.7,34.8,,,32.8,167,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201448,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4EP,,,,,,,CN,AHY,,,,122,,68.2,28.6,38.1,,,35.5,171,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201449,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4ET,,,,,,,CN,AHY,,,,105,,61.9,23.6,33.3,,,31.1,162,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201450,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,380,,,,,,,Flag,,,A,Dg,4EU,,,,,,,CN,AHY,,,DN,131,,67.2,28.6,37.6,,,36.1,177,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,GPS,Deployed,,175064,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201451,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4EV,,,,,,,CN,AHY,,,,118,,64.5,26.1,35.7,,,32.5,174,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201452,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:09,1,301,,,,,,,Flag,,,A,Dg,4EX,,,,,,,CN,AHY,,,DN,117,,66.2,27.7,36.9,,,32.7,170,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201453,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,380,,,,,,,Flag,,,A,Dg,4EY,,,,,,,CN,AHY,,,,123,,66.7,27,37.2,,,33.2,171,,,,,,,,,,,,Y,,Y,Y,Y,,PC6,,1,GPS,Deployed,,175072,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201454,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HA,,,,,,,CN,AHY,,,DN,116,,62.3,23.9,34.6,,,32.3,171,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201455,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HC,,,,,,,CN,AHY,,,DN,119,,63.8,25.1,35.4,,,32,171,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201456,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,380,,,,,,,Flag,,,A,Dg,4HE,,,,,,,CN,AHY,,,DN,125,,63.5,23.8,34.5,,,34.5,171,,,,,,,,,,,,Y,,Y,Y,Y,,PC6,,1,GPS,Deployed,,175065,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201457,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HH,,,,,,,CN,AHY,,,DN,116,,63.6,26.1,35.2,,,33.9,169,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201458,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HJ,,,,,,,CN,AHY,,,,98,,65.9,27.3,36.9,,,35,169,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201459,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HK,,,,,,,CN,AHY,,,,122,,65.4,27,35.9,,,33.4,176,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201460,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HL,,,,,,,CN,AHY,,,,122,,64,25.7,34.3,,,32.9,168,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201461,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HM,,,,,,,CN,AHY,,,DN,116,,65.4,26.3,36.4,,,34.4,169,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201462,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HN,,,,,,,CN,AHY,,,,114,,63.8,25.4,34.6,,,31.9,166,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201463,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HP,,,,,,,CN,AHY,,,,122,,65.8,26.1,36.1,,,34,172,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201464,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,380,,,,,,,Flag,,,A,Dg,4HT,,,,,,,CN,AHY,,,,151,,70.3,29.5,39.3,,,33.9,179,,,,,,,,,,,,Y,,Y,Y,Y,,PC6,,1,GPS,Deployed,,175070,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201465,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,380,,,,,,,Flag,,,A,Dg,4HU,,,,,,,CN,AHY,,,DN,121,,66.8,28,36.2,,,31.6,177,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,GPS,Deployed,,175086,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201466,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HV,,,,,,,CN,AHY,,,,103,,67.8,27.9,38,,,35,173,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201467,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HX,,,,,,,CN,AHY,,,,119,,67.3,28.1,38.6,,,34,173,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201468,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4HY,,,,,,,CN,AHY,,,DN,110,,60.8,23.4,32.7,,,32.7,164,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201469,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JA,,,,,,,CN,AHY,,,,126,,70.2,30,40.8,,,36.2,175,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201470,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JC,,,,,,,CN,AHY,,,DN,98,,64.1,26,35.4,,,33.2,170,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201471,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JE,,,,,,,CN,AHY,,,,99,,64.6,26.5,35.1,,,31.9,173,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201472,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JH,,,,,,,CN,AHY,,,,109,,67.2,28.1,38,,,36,181,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201473,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,380,,,,,,,Flag,,,A,Dg,4JJ,,,,,,,CN,AHY,,,DN,122,,72.9,32,41.9,,,35.6,176,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,GPS,Deployed,,175063,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201474,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JK,,,,,,,CN,AHY,,,,128,,63.8,25.3,35.3,,,32.6,168,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201475,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JL,,,,,,,CN,AHY,,,DN,111,,65.4,27.4,37.3,,,32.4,178,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201476,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,380,,,,,,,Flag,,,A,Dg,4JM,,,,,,,CN,AHY,,,DN,131,,69.3,29.5,40.4,,,34,178,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,GPS,Deployed,,175085,4,glue,Lotek Wireless,PinPoint Argos 75,,,,,,,,,,Y,,,,
REKN,,137201477,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JN,,,,,,,CN,AHY,,,DN,114,,65.2,26.8,35.7,,,31.5,167,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201478,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JP,,,,,,,CN,AHY,,,,125,,68.3,28.8,37.4,,,33.8,180,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201479,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JT,,,,,,,CN,AHY,,,,109,,65.1,27.7,36.7,,,33.1,171,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201480,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JU,,,,,,,CN,AHY,,,DN,112,,64.5,26,35.3,,,31.3,171,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201481,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,15:44,1,301,,,,,,,Flag,,,A,Dg,4JV,,,,,,,CN,AHY,,,DN,103,,69.7,30.8,39.2,,,33.8,171,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201482,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,16:21,1,301,,,,,,,Flag,,,A,Dg,4JX,,,,,,,CN,AHY,,,,105,,67.7,28.2,38,,,33.5,171,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201483,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,16:21,1,301,,,,,,,Flag,,,A,Dg,4JY,,,,,,,CN,AHY,,,DN,118,,62.6,24.8,34.7,,,30.3,168,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201484,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,16:21,1,301,,,,,,,Flag,,,A,Dg,4KA,,,,,,,CN,AHY,,,,126,,67.7,28.5,37.7,,,33.2,180,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201485,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,16:21,1,380,,,,,,,Flag,,,A,Dg,4KC,,,,,,,CN,AHY,,,DN,141,,66.9,27.1,38,,,32.1,173,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,GPS,Deployed,,175066,,,,,,,,,,,,,,Y,,,,
REKN,,137201486,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,16:21,1,301,,,,,,,Flag,,,A,Dg,4KE,,,,,,,CN,AHY,,,,119,,64.9,25.8,35.4,,,35,164,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
REKN,,137201487,2018,5,14,USA,Washington,,Grays Harbor,East Sand Island,,46.954076,-124.04503,,,,,,,16:21,1,301,,,,,,,Flag,,,A,Dg,4KH,,,,,,,CN,AHY,,,DN,112,,64.7,26.8,36.2,,,32.5,166,,,,,,,,,,,,Y,,Y,Y,Y,,,,1,,,,,,,,,,,,,,,,,,Y,,,,
